,样本数量,Ensemble MAE,XGBoost MAE,相对改进率 (%)
轻微延误/提前 (-15至15分钟),387364,0.07940894006946476,0.10519270182944028,24.510979670225957
中等延误 (15至60分钟),939,1.707067278638429,1.7678998266761377,3.440949940703427
