,样本数量,Ensemble MAE,XGBoost MAE,相对改进率 (%)
轻微延误/提前 (-15至15分钟),484174,0.0828565255230462,0.10611792292042195,21.92032859031694
中等延误 (15至60分钟),1207,1.1527784685980178,1.7271752495066774,33.2564272833762
